,joystick,executed
0,"[0.0, -0.0]",[-0.0004741623997688]
1,"[0.0, -0.0]",[-0.0004741623997688]
2,"[0.0, -0.0]",[-0.0004741623997688]
3,"[0.0, -0.0]",[-0.0004741623997688]
4,"[0.0, -0.0]",[3.11740066107809e-05]
5,"[0.0, -0.0]",[-0.0005084475330263757]
6,"[0.0, -0.0]",[-0.00048748819945361216]
7,"[0.0, -0.0]",[-0.0010331529583125982]
8,"[0.0, 0.0]",[-0.0006293464549426557]
9,"[0.0, 0.0]",[-0.0003087838446986878]
10,"[0.0, 0.0]",[-8.416733198758985e-06]
11,"[0.0, 0.0]",[8.52726917166416e-05]
12,"[0.0, 0.0]",[-0.000700107966673473]
13,"[0.0, 0.0]",[0.022481473156458]
14,"[0.04406422193621569, 0.023360869831244982]",[0.17729917406261966]
15,"[0.3962937089040315, 0.31231604012149844]",[0.04343825279128684]
16,"[0.9580687724453683, 0.7550466698088893]",[0.061584110310056575]
17,"[1.0, 0.7880923494476428]",[0.018737030595004797]
18,"[1.0, 0.7880923494476428]",[0.027668429591870766]
19,"[1.0, 0.7880923494476428]",[0.01681618419128301]
20,"[1.0, 0.7880923494476428]",[0.08338875044864082]
21,"[1.0, 0.7880923494476428]",[0.12455370039480773]
22,"[1.0, 0.7880923494476428]",[0.4263326574295551]
23,"[1.0, 0.7880923494476428]",[0.6604840147390415]
24,"[1.0, 0.7880923494476428]",[0.7692048255041948]
25,"[1.0, 0.7880923494476428]",[0.9046063404627016]
26,"[1.0, 0.7880923494476428]",[0.9773253235155427]
27,"[1.0, 0.7880923494476428]",[1.0729488217873184]
28,"[1.0, 0.7880923494476428]",[1.1324298973199325]
29,"[1.0, 0.7880923494476428]",[1.1534594873358142]
30,"[1.0, 0.7880923494476428]",[1.1777139630589197]
31,"[1.0, 0.7880923494476428]",[1.1615323222209282]
32,"[1.0, 0.7880923494476428]",[1.1513753452789208]
33,"[1.0, 0.7880923494476428]",[1.1190720725854875]
34,"[1.0, 0.7880923494476428]",[1.1077329310951887]
35,"[1.0, 0.7880923494476428]",[1.0895656937680123]
36,"[1.0, 0.7880923494476428]",[1.055382168585927]
37,"[1.0, 0.6180700735718998]",[0.5816204059830068]
38,"[1.0, 0.03823190063574866]",[-0.132820185356574]
39,"[1.0, -0.569547097393367]",[-0.7010513809011876]
40,"[1.0, -0.7880923494476428]",[-0.8662300352355143]
41,"[1.0, -0.7880923494476428]",[-0.8782282741962683]
42,"[1.0, -0.7880923494476428]",[-0.9034840677656293]
43,"[1.0, -0.7880923494476428]",[-0.9030512672388178]
44,"[1.0, -0.7880923494476428]",[-0.9003902191380253]
45,"[1.0, -0.7880923494476428]",[-0.897087279210318]
46,"[1.0, -0.7880923494476428]",[-0.8581771783447224]
47,"[1.0, -0.7880923494476428]",[-0.5083901287214201]
48,"[1.0, -0.04247006197684222]",[0.17526046162741007]
49,"[1.0, 0.7220366147351305]",[0.6905760035058268]
50,"[1.0, 0.7877326275367451]",[0.8778734937157726]
51,"[1.0, 0.7880923494476428]",[0.9044952707878112]
52,"[1.0, 0.7880923494476428]",[0.9220276307055009]
53,"[1.0, 0.7880923494476428]",[0.9295714954668343]
54,"[1.0, 0.7880923494476428]",[0.9269551299573471]
55,"[1.0, 0.7880923494476428]",[0.9339117879699859]
56,"[1.0, 0.7880923494476428]",[0.9540057946330915]
57,"[1.0, 0.7880923494476428]",[0.9445774598559535]
58,"[1.0, 0.7880923494476428]",[1.013263218915554]
59,"[1.0, 0.7880923494476428]",[1.19281100030816]
60,"[1.2423609589186362, 0.9790951669762145]",[1.1731751318284767]
61,"[1.742325941854947, 1.3731137450200424]",[1.3064852217061196]
62,"[2.1971408152890652, 1.7315498671884688]",[1.4354277160969244]
63,"[2.373083187753714, 1.8702087048715261]",[1.5209876454964737]
64,"[1.937185591369086, 1.5266811440181844]",[1.3832492987788136]
65,"[1.4515392898657178, 1.1439470092658364]",[1.3262351416542584]
66,"[1.071031780487669, 0.8440719522176191]",[1.2426448234774958]
67,"[1.0, 0.7880923494476428]",[1.2772414940807455]
68,"[1.2027957934763287, 0.9479141627865018]",[1.4016749626801375]
69,"[1.7312191235059777, 1.3643605464525148]",[1.4219040519664399]
70,"[2.125903658760802, 1.6754084091321402]",[1.5405730038013348]
71,"[2.603692053405062, 1.289239923727059]",[1.2090893019993547]
72,"[2.9968767805415246, -1.6032898734628027]",[0.4738035019704559]
73,"[3.542582288319676, -2.7918819987134604]",[-0.5395235323891703]
74,"[3.933240225406985, -3.099756530182967]",[-1.1729540627595196]
75,"[4.219686714368594, -3.3255028166597493]",[-1.5188490548938218]
76,"[4.219686714368594, -3.3255028166597493]",[-1.6425556802758317]
77,"[4.219686714368594, -3.3255028166597493]",[-1.5801066997333557]
78,"[4.219686714368594, -1.420135179074806]",[-1.0335904409111463]
79,"[4.219686714368594, 1.3279300549538655]",[0.2135883614603578]
80,"[4.219686714368594, 3.3255028166597493]",[1.5996815594376124]
81,"[4.219686714368594, 3.3255028166597493]",[1.9979677487943428]
82,"[4.199542362388094, 3.020568130720836]",[1.3834587702412176]
83,"[3.8421905659010176, -1.5338770281035217]",[0.09072084108197775]
