,joystick,executed
4145,"[2.618397202779388, 0.0]",[-0.4206257604461563]
4146,"[3.0, 0.0]",[-0.26933561049838495]
4147,"[3.0, 0.7003885185896291]",[0.25775196157253516]
4148,"[3.0, 2.2992725190242345]",[0.18015587021302934]
4149,"[2.865692111084459, 1.3058068510949101]",[0.131752360611748]
4150,"[2.3023413995134385, 0.0]",[0.09716141130862857]
4151,"[1.8510482417235525, 0.0]",[0.074980626906587]
4152,"[1.4016837103455115, 0.0]",[0.05176666594783039]
4153,"[0.9520136518770823, 0.0]",[0.023720943335120197]
4154,"[0.501671831046098, 0.0]",[0.015665303460413768]
4155,"[0.05286217368368548, 0.0]",[0.017071712025273522]
4156,"[0.0, 0.0]",[0.0234772171460124]
4157,"[0.0, 0.0]",[0.02370264530148867]
4158,"[0.0, 0.0]",[0.010990174760710281]
4159,"[0.0, 0.0]",[0.0223874167368143]
4160,"[0.21863045006341966, 0.17230098505127595]",[0.2513987306924115]
4161,"[0.8168023609282495, 0.6437156916583258]",[0.39805010706493915]
4162,"[1.27206576688685, 1.0025052988777752]",[0.6705016443058599]
4163,"[1.743005494191089, 1.373649295017205]",[0.9018718157580216]
4164,"[2.1698504392349127, 1.710042530606642]",[1.1400966316048182]
4165,"[2.608149783940993, 2.055462890937419]",[1.3470079712947016]
4166,"[3.0, 2.3642770483429287]",[1.574983351298808]
4167,"[3.0, 2.3642770483429287]",[1.7520426977021273]
4168,"[3.0, 2.3642770483429287]",[1.899111148231951]
4169,"[3.0, 2.3642770483429287]",[1.8169754291688094]
4170,"[3.0, 2.3642770483429287]",[1.7440967716970632]
4171,"[3.0, 2.3642770483429287]",[1.5806241124040061]
4172,"[3.0, 2.3642770483429287]",[1.397742864949408]
4173,"[3.0, 2.3642770483429287]",[1.3621542505970403]
4174,"[3.0, 2.3642770483429287]",[1.4815518459482309]
4175,"[3.0, 2.3642770483429287]",[1.609918042952677]
4176,"[3.0, 2.3642770483429287]",[1.6413323117166652]
4177,"[3.0, 2.3642770483429287]",[1.6797097958000133]
4178,"[3.0, 2.3642770483429287]",[1.6723892303367331]
4179,"[3.0, 2.3642770483429287]",[1.7537116025692154]
4180,"[3.0, 2.3642770483429287]",[1.720612961158515]
4181,"[3.0, 2.3642770483429287]",[1.7225677063909972]
4182,"[3.0, 2.3642770483429287]",[1.641108998124415]
4183,"[3.0, 2.3642770483429287]",[1.6845013312558859]
4184,"[3.0, 2.3642770483429287]",[1.625409295478379]
4185,"[3.0, 2.3642770483429287]",[1.6685164254920186]
4186,"[3.0, 2.3642770483429287]",[1.5795394622084418]
4187,"[3.0, 2.3642770483429287]",[1.639524781730549]
4188,"[3.0, 2.3642770483429287]",[1.6055027996849247]
4189,"[3.0, 2.3642770483429287]",[1.6771808742763743]
4190,"[3.0, 2.3642770483429287]",[1.6610114067333932]
4191,"[3.0, 2.3642770483429287]",[1.619578770999519]
4192,"[3.0, 2.3642770483429287]",[1.6610638725981892]
4193,"[3.0, 2.3642770483429287]",[1.7161076478995048]
4194,"[3.0, 2.3642770483429287]",[1.7175968904059116]
4195,"[3.0, 2.3642770483429287]",[1.647555885430226]
4196,"[3.0, 2.3642770483429287]",[1.644467136712759]
4197,"[3.0, 2.3642770483429287]",[1.6474497572266893]
4198,"[3.0, 2.3642770483429287]",[1.6763398330207329]
4199,"[3.0, 2.3642770483429287]",[1.6450262374582645]
4200,"[3.0, 2.3642770483429287]",[1.6830100396950662]
4201,"[3.0, 2.3642770483429287]",[1.5796762334046712]
4202,"[3.0, 2.3642770483429287]",[1.6451074070945344]
4203,"[3.0, 2.3642770483429287]",[1.6776420728009946]
4204,"[3.0, 2.3642770483429287]",[1.7343037512445447]
4205,"[3.0, 2.3642770483429287]",[1.6371748197544784]
4206,"[3.0, 2.3642770483429287]",[1.6626240610521075]
4207,"[3.0, 2.3642770483429287]",[1.661623194967715]
4208,"[3.0, 2.3642770483429287]",[1.730552235046978]
4209,"[3.0, 0.6627044708709606]",[1.1630173344573265]
4210,"[3.0, -2.3642770483429287]",[-0.03810091838119872]
4211,"[3.0, -2.3642770483429287]",[-1.1392428157626495]
