,joystick,executed
1562,"[1.2870483212614743, -1.0143129353555997]",[-1.170324600250862]
1563,"[1.5827575176449864, -1.2473590906867562]",[-1.2130615108687297]
1564,"[1.7639233577668514, -1.3901345032680528]",[-1.3235411863285342]
1565,"[2.1498664997709427, -1.6942933408032623]",[-1.4881991855981966]
1566,"[2.4707552636791865, -1.9471833206630604]",[-1.5502100031022272]
1567,"[2.720631242644235, -2.1441086679961554]",[-1.558731418033553]
1568,"[3.1013312814393457, -2.444135456005003]",[-1.702645470413132]
1569,"[3.4045538373755364, -2.6831028325182746]",[-1.7815925649428799]
1570,"[3.673798583415378, -2.8952925570012473]",[-1.7790409575713475]
1571,"[3.977092757960618, -3.134316375592389]",[-1.923114884518352]
1572,"[4.073935772964899, -3.210637614814706]",[-1.923094609346749]
1573,"[4.073935772964899, -3.210637614814706]",[-1.997013316475189]
1574,"[4.073935772964899, -3.210637614814706]",[-1.9511603004489593]
1575,"[4.073935772964899, -3.210637614814706]",[-1.8426617243187853]
1576,"[4.073935772964899, -3.210637614814706]",[-1.7813484568014406]
1577,"[4.073935772964899, -3.210637614814706]",[-1.6026633680360993]
1578,"[4.073935772964899, -3.210637614814706]",[-1.5585948989098597]
1579,"[4.073935772964899, -3.210637614814706]",[-1.421303454737014]
1580,"[4.073935772964899, -3.210637614814706]",[-1.364375100406671]
