rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,axes,buttons
1682203015367868776,,17595,,1682203015,367154469,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203015401259129,,17596,,1682203015,400111284,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203015434718379,,17597,,1682203015,433447334,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203015468425182,,17598,,1682203015,467022744,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203015501629679,,17599,,1682203015,500238633,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203015534975296,,17600,,1682203015,533457466,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203015568213393,,17601,,1682203015,567057132,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203015602170309,,17602,,1682203015,600240893,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203015636334554,,17603,,1682203015,633489742,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203015672669368,,17604,,1682203015,670941617,"""joystick""","[-0.15466780960559845, 0.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203015713077064,,17605,,1682203015,711736131,"""joystick""","[-0.6804406642913818, 0.0, -1.0, -0.03094576857984066, -0.06186101958155632, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203015749247430,,17606,,1682203015,747708351,"""joystick""","[-1.0, -0.22681356966495514, -1.0, -0.3711661100387573, -0.8763390183448792, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203015770011041,,17607,,1682203015,767674806,"""joystick""","[-1.0, -0.24744407832622528, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203015801634186,,17608,,1682203015,800413765,"""joystick""","[-1.0, -0.24744407832622528, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203015835660703,,17609,,1682203015,833915223,"""joystick""","[-1.0, -0.25775933265686035, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203015870181781,,17610,,1682203015,867412777,"""joystick""","[-1.0, -0.25775933265686035, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203015901463006,,17611,,1682203015,900183672,"""joystick""","[-1.0, -0.25775933265686035, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203015934945135,,17612,,1682203015,933452361,"""joystick""","[-1.0, -0.25775933265686035, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203015969039300,,17613,,1682203015,967242620,"""joystick""","[-1.0, -0.25775933265686035, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016002501014,,17614,,1682203016,611918,"""joystick""","[-1.0, -0.25775933265686035, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016035951400,,17615,,1682203016,33903743,"""joystick""","[-1.0, -0.25775933265686035, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016084273306,,17616,,1682203016,82720052,"""joystick""","[-1.0, -0.2680746018886566, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016101857319,,17617,,1682203016,100358817,"""joystick""","[-1.0, -0.2680746018886566, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016135493754,,17618,,1682203016,133515921,"""joystick""","[-1.0, -0.2680746018886566, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016169559278,,17619,,1682203016,167517349,"""joystick""","[-1.0, -0.29898983240127563, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016201194328,,17620,,1682203016,200129876,"""joystick""","[-1.0, -0.29898983240127563, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016235339437,,17621,,1682203016,233480901,"""joystick""","[-1.0, -0.29898983240127563, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016271486443,,17622,,1682203016,270313734,"""joystick""","[-1.0, -0.3093051016330719, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016303186933,,17623,,1682203016,301507438,"""joystick""","[-1.0, -0.3093051016330719, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016335224513,,17624,,1682203016,333679418,"""joystick""","[-1.0, -0.3196203410625458, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016368372017,,17625,,1682203016,367120652,"""joystick""","[-1.0, -0.32993561029434204, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016401949988,,17626,,1682203016,400158556,"""joystick""","[-1.0, -0.32993561029434204, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016435207221,,17627,,1682203016,433573549,"""joystick""","[-1.0, -0.32993561029434204, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016468430405,,17628,,1682203016,467036767,"""joystick""","[-1.0, -0.32993561029434204, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016504392610,,17629,,1682203016,501443573,"""joystick""","[-1.0, -0.32993561029434204, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016535168328,,17630,,1682203016,533623650,"""joystick""","[-1.0, -0.32993561029434204, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016569266973,,17631,,1682203016,567611990,"""joystick""","[-1.0, -0.32993561029434204, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016602300173,,17632,,1682203016,600619878,"""joystick""","[-1.0, -0.32993561029434204, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016638466283,,17633,,1682203016,636527362,"""joystick""","[-1.0, -0.3402203321456909, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016668852431,,17634,,1682203016,667450857,"""joystick""","[-1.0, -0.32993561029434204, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016704454666,,17635,,1682203016,702552706,"""joystick""","[-1.0, -0.32993561029434204, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016735319313,,17636,,1682203016,733722858,"""joystick""","[-1.0, -0.32993561029434204, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016769863144,,17637,,1682203016,768800611,"""joystick""","[-1.0, -0.3402203321456909, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016803079800,,17638,,1682203016,801262321,"""joystick""","[-1.0, -0.36085087060928345, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682203016835772135,,17639,,1682203016,834033663,"""joystick""","[-1.0, -0.40208137035369873, -1.0, -0.4123966097831726, -1.0, -1.0, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
