rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,axes,buttons
1682465693532035330,,1621,,1682465693,530559290,"""joystick""","[0.0, 0.0, 0.2370983064174652, 0.0, 0.0, 0.15463729202747345, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682465693564773208,,1622,,1682465693,563540247,"""joystick""","[0.0, 0.0, 0.2370983064174652, 0.0, 0.0, 0.15463729202747345, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682465693598193056,,1623,,1682465693,596876477,"""joystick""","[0.0, 0.0, 0.2370983064174652, 0.0, 0.0, 0.15463729202747345, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682465693636651889,,1624,,1682465693,636347337,"""joystick""","[-0.3711661100387573, 0.0, 0.2370983064174652, 0.0, 0.0, 0.15463729202747345, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682465693699131500,,1625,,1682465693,698835972,"""joystick""","[-1.0, -0.1752678006887436, 0.2370983064174652, -0.22681356966495514, -0.28867459297180176, 0.15463729202747345, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682465693744120366,,1626,,1682465693,743843750,"""joystick""","[-1.0, -0.18558305501937866, 0.2370983064174652, -0.4742576479911804, -0.5876644253730774, 0.15463729202747345, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682465693784733753,,1627,,1682465693,783931235,"""joystick""","[-1.0, -0.18558305501937866, 0.2370983064174652, -0.5464339256286621, -0.8763390183448792, 0.15463729202747345, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682465693794530946,,1628,,1682465693,794011668,"""joystick""","[-1.0, -0.2062135636806488, 0.2370983064174652, -0.5773491859436035, -0.9484847784042358, 0.15463729202747345, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682465693823274604,,1629,,1682465693,822731581,"""joystick""","[-1.0, -0.25775933265686035, 0.2370983064174652, -0.5876644253730774, -0.9691152572631836, 0.15463729202747345, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682465693854979462,,1630,,1682465693,854288595,"""joystick""","[-1.0, -0.2680746018886566, 0.2370983064174652, -0.5876644253730774, -0.9691152572631836, 0.15463729202747345, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682465693886944135,,1631,,1682465693,886292117,"""joystick""","[-1.0, -0.2680746018886566, 0.2370983064174652, -0.5876644253730774, -0.9691152572631836, 0.15463729202747345, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682465693919838625,,1632,,1682465693,919585114,"""joystick""","[-1.0, -0.28867459297180176, 0.2370983064174652, -0.5876644253730774, -0.9691152572631836, 0.15463729202747345, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682465693958112717,,1633,,1682465693,957855142,"""joystick""","[-1.0, -0.29898983240127563, 0.2370983064174652, -0.5876644253730774, -0.9691152572631836, 0.15463729202747345, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682465693999089826,,1634,,1682465693,998876380,"""joystick""","[-0.886654257774353, -0.25775933265686035, 0.2370983064174652, -0.5876644253730774, -0.9691152572631836, 0.15463729202747345, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
