rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,orientation,x,y,z,w,orientation_covariance,angular_velocity,x,y,z,angular_velocity_covariance,linear_acceleration,x,y,z,linear_acceleration_covariance
1681683759981933724,,3229,,1681683759,981115559,"""vectornav""",,-0.00504344655200839,0.00393630238249898,-0.6186314225196838,-0.7856553196907043,"[1.48192404716611e-06, 0.0, 0.0, 0.0, 1.4444822056802376e-06, 0.0, 0.0, 0.0, 2.9353976253239686e-06]",,0.0008660554885864258,-0.001423826441168785,-0.000306151807308197,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.16624897718429565,-0.009621408767998219,-9.524772644042969,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1681683760007465638,,3230,,1681683760,6265814,"""vectornav""",,-0.005040989723056555,0.00393890542909503,-0.6186367273330688,-0.7856511473655701,"[1.4817116164033272e-06, 0.0, 0.0, 0.0, 1.4444409461377085e-06, 0.0, 0.0, 0.0, 2.9424478954873656e-06]",,0.0016721026040613651,-0.0013587819412350655,0.0011406466364860535,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.10982632637023926,-0.04870813339948654,-9.547065734863281,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1681683760033559433,,3231,,1681683760,31251720,"""vectornav""",,-0.005040333140641451,0.003940345719456673,-0.6186411380767822,-0.7856476306915283,"[1.4805300702015207e-06, 0.0, 0.0, 0.0, 1.4434790156971907e-06, 0.0, 0.0, 0.0, 2.94950617555138e-06]",,0.002963661216199398,-0.0009042173624038696,0.0005198810249567032,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.10965562611818314,-0.028599614277482033,-9.56500244140625,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1681683760058195584,,3232,,1681683760,56306905,"""vectornav""",,-0.00503672007471323,0.003946219105273485,-0.6186466813087463,-0.7856432795524597,"[1.4794828035618962e-06, 0.0, 0.0, 0.0, 1.4426429778674379e-06, 0.0, 0.0, 0.0, 2.956574699860432e-06]",,0.002284757327288389,-0.002463645301759243,0.00031176768243312836,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.14287802577018738,-0.025901466608047485,-9.512308120727539,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1681683760083531533,,3233,,1681683760,81542184,"""vectornav""",,-0.00503349956125021,0.003954911604523659,-0.6186510920524597,-0.7856398820877075,"[1.47727526659114e-06, 0.0, 0.0, 0.0, 1.4407031540148636e-06, 0.0, 0.0, 0.0, 2.963655265732798e-06]",,0.0025516566820442677,-0.0023418236523866653,-3.355741500854492e-05,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.11053365468978882,-0.020694151520729065,-9.540698051452637,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1681683760108028037,,3234,,1681683760,106408027,"""vectornav""",,-0.005028859246522188,0.003956218715757132,-0.6186549663543701,-0.7856367230415344,"[1.4752510066687222e-06, 0.0, 0.0, 0.0, 1.4389355917925149e-06, 0.0, 0.0, 0.0, 2.970742955149844e-06]",,0.0017183576710522175,-0.0025563258677721024,0.00048791244626045227,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.13129696249961853,-0.03551118075847626,-9.536890029907227,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1681683760132966552,,3235,,1681683760,131284206,"""vectornav""",,-0.005030143074691296,0.003961935639381409,-0.6186568140983582,-0.7856352925300598,"[1.4718420407691475e-06, 0.0, 0.0, 0.0, 1.4358493315185675e-06, 0.0, 0.0, 0.0, 2.9778422512476243e-06]",,0.0023499750532209873,-0.0031599635258316994,0.0004387274384498596,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.11990049481391907,-0.039357054978609085,-9.531505584716797,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1681683760158575553,,3236,,1681683760,156297504,"""vectornav""",,-0.005022799596190453,0.00396147184073925,-0.6186614036560059,-0.7856317758560181,"[1.4686626782326759e-06, 0.0, 0.0, 0.0, 1.4329790132885779e-06, 0.0, 0.0, 0.0, 2.9849513679441356e-06]",,0.003762000473216176,-0.0002716444432735443,0.0006865654140710831,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.12977933883666992,-0.019971992820501328,-9.512025833129883,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1681683760185572280,,3237,,1681683760,181895657,"""vectornav""",,-0.005024550016969442,0.0039705513045191765,-0.6186628937721252,-0.7856305241584778,"[1.4638355736515168e-06, 0.0, 0.0, 0.0, 1.4285376382239059e-06, 0.0, 0.0, 0.0, 2.992069860191722e-06]",,0.0024760160595178604,-0.002016737125813961,0.000705992802977562,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.10654129832983017,-0.02346554957330227,-9.545886993408203,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1681683760208575653,,3238,,1681683760,206324067,"""vectornav""",,-0.005017314106225967,0.003977611660957336,-0.618667483329773,-0.7856268286705017,"[1.4592988431816776e-06, 0.0, 0.0, 0.0, 1.4243697698734803e-06, 0.0, 0.0, 0.0, 2.9991977312031553e-06]",,0.0025971480645239353,-0.0017790673300623894,0.0006542820483446121,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.11969579756259918,-0.004499913193285465,-9.53121566772461,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
