,joystick,executed
4288,"[1.8351390361785889, 1.4462590345850668]",[1.417380325129257]
4289,"[1.8224391229064694, 1.4362503300966607]",[1.3394147401333565]
4290,"[1.8242114010803046, 1.4376470489665534]",[1.425471326011088]
4291,"[1.823094229743621, 1.4367666147830909]",[1.3932572162310974]
4292,"[1.8351390361785889, 1.4462590345850668]",[1.404322407813074]
4293,"[1.8145085573196411, 1.4300003120308886]",[1.4392235476820805]
4294,"[1.8145085573196411, 1.4300003120308886]",[1.4194229824987106]
4295,"[1.8174139389816502, 1.4322900210909435]",[1.428356054487798]
4296,"[1.8351390361785889, 1.4462590345850668]",[1.3609987195950752]
4297,"[1.8166596283769856, 1.4316955546743]",[1.4264612584847194]
4298,"[1.8145085573196411, 1.4300003120308886]",[1.4681379117447404]
4299,"[1.8145085573196411, 1.4300003120308886]",[1.395281382353211]
4300,"[1.8145085573196411, 1.4300003120308886]",[1.4091090820207681]
4301,"[1.8145085573196411, 1.4300003120308886]",[1.3945862406788962]
4302,"[1.8145085573196411, 1.4300003120308886]",[1.4044276436017957]
4303,"[1.8145085573196411, 1.4300003120308886]",[1.3916836487789213]
4304,"[1.8145085573196411, 1.4300003120308886]",[1.4187876221999862]
4305,"[1.8145085573196411, 1.4300003120308886]",[1.4138726359413047]
4306,"[1.8167388921203798, 1.4317580218240575]",[1.4343852806743786]
4307,"[1.8350769867327918, 1.4462101338915467]",[1.4192521638552824]
4308,"[1.8145085573196411, 1.4300003120308886]",[1.3951658161197928]
4309,"[1.8145085573196411, 1.4300003120308886]",[0.6194143593720878]
4310,"[1.8145085573196411, -0.7371684003579995]",[-0.8001315020907234]
4311,"[1.8145085573196411, -1.4300003120308886]",[-1.579511952540148]
4312,"[1.8145085573196411, -1.4300003120308886]",[-1.6881578158439996]
4313,"[1.8145085573196411, -1.4300003120308886]",[-1.6576066434489287]
4314,"[1.8145085573196411, -1.4300003120308886]",[-1.640701556039591]
4315,"[1.8145085573196411, -1.4300003120308886]",[-1.5712950830888737]
4316,"[1.831779019318584, -1.4436110310036818]",[-1.4974707302609074]
4317,"[1.8145085573196411, -1.4300003120308886]",[-1.4769494606435962]
4318,"[1.8145085573196411, -1.4300003120308886]",[-1.4082189176574373]
4319,"[1.8145085573196411, -1.4300003120308886]",[-1.4023963710695673]
4320,"[1.8145085573196411, -1.4300003120308886]",[-1.3707228757758523]
4321,"[1.8145085573196411, -1.4300003120308886]",[-1.3623535772578508]
4322,"[1.8145085573196411, -1.4300003120308886]",[-1.397955356320789]
4323,"[1.8249115906289473, -1.4381988629930018]",[-1.3859489113194352]
4324,"[1.8145085573196411, -1.4300003120308886]",[-1.3667305621589483]
4325,"[1.8349270299973997, -1.446091954135636]",[-1.4334014393123653]
4326,"[1.8145085573196411, -1.4300003120308886]",[-1.4246675736628382]
4327,"[1.8145085573196411, -1.4300003120308886]",[-1.4449080442734135]
4328,"[1.8145085573196411, -1.4300003120308886]",[-1.4205859198334105]
4329,"[1.8145085573196411, -1.4300003120308886]",[-1.3958130938235045]
4330,"[1.8145085573196411, -1.4300003120308886]",[-1.475942621013082]
4331,"[1.8145085573196411, -1.4300003120308886]",[-1.4352957225570606]
4332,"[1.8145085573196411, -1.4300003120308886]",[-1.4117296253464067]
4333,"[1.8145085573196411, -1.4300003120308886]",[-1.4137318452745928]
4334,"[1.8145085573196411, -1.4300003120308886]",[-1.3393588366464302]
4335,"[1.8145085573196411, -1.4300003120308886]",[-1.4131388320411162]
4336,"[1.8145085573196411, -1.4300003120308886]",[-1.3841538060855472]
4337,"[1.8145085573196411, -1.4300003120308886]",[-1.4355926520267448]
4338,"[1.8145085573196411, -1.4300003120308886]",[-1.3831307411090177]
4339,"[1.8145085573196411, -1.4300003120308886]",[-1.3426036008140194]
4340,"[1.8145085573196411, -1.4300003120308886]",[-1.4342124455774157]
4341,"[1.8145085573196411, -1.4300003120308886]",[-1.350439889181288]
4342,"[1.8145085573196411, -1.4300003120308886]",[-1.4236584506426575]
4343,"[1.8145085573196411, -1.4300003120308886]",[-1.4038459416667322]
4344,"[1.8145085573196411, -1.4300003120308886]",[-1.3898210052732882]
4345,"[1.8145085573196411, -1.4300003120308886]",[-1.4399692468397893]
4346,"[1.8145085573196411, -1.4300003120308886]",[-1.3760459734700359]
4347,"[1.8349249571809647, -1.4460903205648619]",[-1.451471347636923]
4348,"[1.8145085573196411, -1.4300003120308886]",[-1.3846335317239276]
4349,"[1.8271861679422812, -1.4399914399718674]",[-1.3462963860210757]
4350,"[1.8256703884385719, -1.4387968657415446]",[-1.404203541604328]
