rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,orientation,x,y,z,w,orientation_covariance,angular_velocity,x,y,z,angular_velocity_covariance,linear_acceleration,x,y,z,linear_acceleration_covariance
1682479315234341185,,3929,,1682479315,232282163,"""vectornav""",,0.005151416175067425,0.002292931079864502,0.9468526244163513,-0.32161828875541687,"[5.067674794019719e-07, 0.0, 0.0, 0.0, 5.064191970779164e-07, 0.0, 0.0, 0.0, 9.674300081744908e-06]",,-0.004500488750636578,-0.0006532585248351097,-0.0008732862770557404,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.12491975724697113,-0.055669043213129044,-9.519840240478516,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1682479315259078315,,3930,,1682479315,257337279,"""vectornav""",,0.00513878371566534,0.0022904109209775925,0.9468517303466797,-0.3216213583946228,"[5.065682876104343e-07, 0.0, 0.0, 0.0, 5.062159103471826e-07, 0.0, 0.0, 0.0, 9.682800494646738e-06]",,-0.002305564470589161,-0.0027510691434144974,0.000634506344795227,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.10109507292509079,-0.05772041901946068,-9.534650802612305,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1682479315284169815,,3931,,1682479315,282385899,"""vectornav""",,0.005148791708052158,0.002294877078384161,0.9468523859977722,-0.32161903381347656,"[5.060907385962541e-07, 0.0, 0.0, 0.0, 5.05734828450815e-07, 0.0, 0.0, 0.0, 9.691306259659417e-06]",,-0.0028348457999527454,-0.0009288163855671883,0.00030115433037281036,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.08747643232345581,-0.05625972896814346,-9.561671257019043,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1682479315308773537,,3932,,1682479315,307273942,"""vectornav""",,0.005145014263689518,0.00228718388825655,0.9468541741371155,-0.3216139078140259,"[5.05295385645884e-07, 0.0, 0.0, 0.0, 5.049364288153569e-07, 0.0, 0.0, 0.0, 9.699865978331536e-06]",,-0.004055441822856665,-0.0014408547431230545,-0.0005789734423160553,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.10259740799665451,-0.041895825415849686,-9.575935363769531,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1682479315334157391,,3933,,1682479315,332331938,"""vectornav""",,0.005138671025633812,0.0022832585964351892,0.9468531012535095,-0.321617066860199,"[5.042091100858524e-07, 0.0, 0.0, 0.0, 5.038474933590386e-07, 0.0, 0.0, 0.0, 9.708473234346811e-06]",,-0.002661788370460272,0.0012366664595901966,0.0011141449213027954,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.1136014461517334,-0.06838028877973557,-9.505270004272461,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1682479315359308988,,3934,,1682479315,357420911,"""vectornav""",,0.005146692972630262,0.0022814455442130566,0.9468536376953125,-0.3216153681278229,"[5.028177310753292e-07, 0.0, 0.0, 0.0, 5.024543093368721e-07, 0.0, 0.0, 0.0, 9.71702755791972e-06]",,-0.0033099702559411526,-0.00248080026358366,2.8964132070541382e-05,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.11663836240768433,-0.08506006002426147,-9.61009693145752,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1682479315384454345,,3935,,1682479315,382348410,"""vectornav""",,0.005142167676240206,0.002281419700011611,0.9468543529510498,-0.32161346077919006,"[5.013122586453032e-07, 0.0, 0.0, 0.0, 5.009466203499011e-07, 0.0, 0.0, 0.0, 9.72548669891298e-06]",,-0.003848548047244549,-0.001027556136250496,-0.00015082955360412598,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.07183321565389633,-0.05780180171132088,-9.547608375549316,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1682479315412120583,,3936,,1682479315,407496935,"""vectornav""",,0.005146329291164875,0.0022766089532524347,0.9468536376953125,-0.321615606546402,"[4.993814643758367e-07, 0.0, 0.0, 0.0, 4.990148775396666e-07, 0.0, 0.0, 0.0, 9.734064741353333e-06]",,-0.0034695733338594437,-0.002242742106318474,0.00015671178698539734,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.12685176730155945,-0.06138792634010315,-9.530278205871582,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1682479315433582587,,3937,,1682479315,432196881,"""vectornav""",,0.005140474997460842,0.0022694049403071404,0.9468545913696289,-0.3216129541397095,"[4.971492121570988e-07, 0.0, 0.0, 0.0, 4.967823458705923e-07, 0.0, 0.0, 0.0, 9.742666047737338e-06]",,-0.0033431206829845905,-3.775209188461304e-05,-0.0005758665502071381,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.10937739908695221,-0.07053399085998535,-9.565264701843262,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1682479315458987017,,3938,,1682479315,457315262,"""vectornav""",,0.005155586171895266,0.0022699516266584396,0.9468548893928528,-0.3216116726398468,"[4.944640156428775e-07, 0.0, 0.0, 0.0, 4.940974103911532e-07, 0.0, 0.0, 0.0, 9.75121267901239e-06]",,-0.0038656885735690594,-0.0006841430440545082,-0.0001319386065006256,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.11452706158161163,-0.06506712734699249,-9.506484985351562,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1682479315484694490,,3939,,1682479315,483258672,"""vectornav""",,0.005153093487024307,0.0022713744547218084,0.9468556046485901,-0.3216097354888916,"[4.917939329274921e-07, 0.0, 0.0, 0.0, 4.914274074396658e-07, 0.0, 0.0, 0.0, 9.759655809195119e-06]",,-0.0023339809849858284,0.00043561961501836777,0.0004118476063013077,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]",,-0.10754628479480743,-0.04978245869278908,-9.572330474853516,"[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
