rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,axes,buttons
1682372684010090719,,3498,,1682372684,9322026,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684042510602,,3499,,1682372684,42197601,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684075927313,,3500,,1682372684,75516645,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684109210388,,3501,,1682372684,108868970,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684142534680,,3502,,1682372684,142198574,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684175943518,,3503,,1682372684,175525778,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684209229345,,3504,,1682372684,208871127,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684242467971,,3505,,1682372684,242189115,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684275903082,,3506,,1682372684,275527135,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684309184333,,3507,,1682372684,308871076,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684342635252,,3508,,1682372684,342189704,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684375919767,,3509,,1682372684,375520012,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684409181786,,3510,,1682372684,408856976,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684442524350,,3511,,1682372684,442198485,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684475929444,,3512,,1682372684,475517337,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684509148613,,3513,,1682372684,508851005,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684542485546,,3514,,1682372684,542191010,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684575928241,,3515,,1682372684,575522246,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684609195220,,3516,,1682372684,608843306,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684642476022,,3517,,1682372684,642185422,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684677563372,,3518,,1682372684,675525971,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684709240226,,3519,,1682372684,708838807,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684742552229,,3520,,1682372684,742186747,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684775843081,,3521,,1682372684,775515359,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684809108011,,3522,,1682372684,808849860,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684842509841,,3523,,1682372684,842185288,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684876054139,,3524,,1682372684,875540813,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684909181370,,3525,,1682372684,908874641,"""joystick""","[0.0, 0.0, -1.0, 0.0, 0.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372684943145264,,3526,,1682372684,942873256,"""joystick""","[0.0, 0.0, -1.0, 0.0, -0.01031525619328022, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372685000737115,,3527,,1682372685,393329,"""joystick""","[0.0, 0.0, -1.0, 0.0, -1.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372685009118382,,3528,,1682372685,8847974,"""joystick""","[0.0, 0.0, -1.0, 0.0, -1.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372685042458292,,3529,,1682372685,42177964,"""joystick""","[0.0, 0.0, -1.0, 0.0, -1.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372685075856668,,3530,,1682372685,75550644,"""joystick""","[0.0, 0.0, -1.0, 0.0, -1.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372685109149953,,3531,,1682372685,108853657,"""joystick""","[0.0, 0.0, -1.0, 0.0, -1.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372685142473447,,3532,,1682372685,142181727,"""joystick""","[0.0, 0.0, -1.0, 0.0, -1.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372685175811661,,3533,,1682372685,175511429,"""joystick""","[0.0, 0.0, -1.0, 0.0, -1.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372685209366202,,3534,,1682372685,208847339,"""joystick""","[0.0, 0.0, -1.0, 0.0, -1.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372685242495162,,3535,,1682372685,242221650,"""joystick""","[0.0, 0.0, -1.0, 0.0, -1.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1682372685275853889,,3536,,1682372685,275519543,"""joystick""","[0.0, 0.0, -1.0, 0.0, -1.0, 0.42268136143684387, 0.0, 0.0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
